"REF_DATE","GEO","DGUID","Age of mother","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404653","9.2.1","26","","","","0"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404654","9.2.2","0.2","","","","1"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404655","9.3.1","1689","","","","0"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404656","9.3.2","12.0","","","","1"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404657","9.4.1","3501","","","","0"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404658","9.4.2","24.9","","","","1"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404659","9.5.1","4371","","","","0"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404660","9.5.2","31.1","","","","1"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404661","9.6.1","3371","","","","0"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404662","9.6.2","24.0","","","","1"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404663","9.7.1","966","","","","0"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404664","9.7.2","6.9","","","","1"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404665","9.8.1","119","","","","0"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404666","9.8.2","0.8","","","","1"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404667","9.9.1","4","","","","0"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404668","9.9.2","0.0","","","","1"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, not stated","Number of live births","Number","223","units","0","v21404669","9.10.1","0","","","","0"
"1994","Saskatchewan, place of residence of mother","2016A000247","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404670","9.10.2","0.0","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, all ages","Number of live births","Number","223","units","0","v21404671","10.1.1","39798","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404672","10.1.2","100.0","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404673","10.2.1","38","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404674","10.2.2","0.1","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404675","10.3.1","3033","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404676","10.3.2","7.6","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404677","10.4.1","8272","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404678","10.4.2","20.8","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404679","10.5.1","13038","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404680","10.5.2","32.8","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404681","10.6.1","11090","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404682","10.6.2","27.9","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404683","10.7.1","3836","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404684","10.7.2","9.6","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404685","10.8.1","478","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404686","10.8.2","1.2","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404687","10.9.1","13","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404688","10.9.2","0.0","","","","1"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, not stated","Number of live births","Number","223","units","0","v21404689","10.10.1","0","","","","0"
"1994","Alberta, place of residence of mother","2016A000248","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404690","10.10.2","0.0","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, all ages","Number of live births","Number","223","units","0","v21404691","11.1.1","46998","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404692","11.1.2","100.0","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404693","11.2.1","33","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404694","11.2.2","0.1","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404695","11.3.1","2582","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404696","11.3.2","5.5","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404697","11.4.1","9066","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404698","11.4.2","19.3","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404699","11.5.1","15038","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404700","11.5.2","32.0","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404701","11.6.1","14024","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404702","11.6.2","29.8","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404703","11.7.1","5429","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404704","11.7.2","11.6","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404705","11.8.1","810","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404706","11.8.2","1.7","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404707","11.9.1","15","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404708","11.9.2","0.0","","","","1"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, not stated","Number of live births","Number","223","units","0","v21404709","11.10.1","1","","","","0"
"1994","British Columbia, place of residence of mother","2016A000259","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404710","11.10.2","0.0","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, all ages","Number of live births","Number","223","units","0","v21404711","12.1.1","442","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404712","12.1.2","100.0","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404713","12.2.1","0","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404714","12.2.2","0.0","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404715","12.3.1","43","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404716","12.3.2","9.7","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404717","12.4.1","86","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404718","12.4.2","19.5","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404719","12.5.1","118","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404720","12.5.2","26.7","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404721","12.6.1","120","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404722","12.6.2","27.1","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404723","12.7.1","63","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404724","12.7.2","14.3","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404725","12.8.1","12","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404726","12.8.2","2.7","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404727","12.9.1","0","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404728","12.9.2","0.0","","","","1"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, not stated","Number of live births","Number","223","units","0","v21404729","12.10.1","0","","","","0"
"1994","Yukon, place of residence of mother","2016A000260","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404730","12.10.2","0.0","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, all ages","Number of live births","Number","223","units","0","v21404731","13.1.1","1581","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404732","13.1.2","100.0","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404733","13.2.1","5","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404734","13.2.2","0.3","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404735","13.3.1","274","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404736","13.3.2","17.3","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404737","13.4.1","439","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404738","13.4.2","27.8","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404739","13.5.1","427","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404740","13.5.2","27.0","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404741","13.6.1","298","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404742","13.6.2","18.8","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404743","13.7.1","123","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404744","13.7.2","7.8","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404745","13.8.1","13","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404746","13.8.2","0.8","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404747","13.9.1","1","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404748","13.9.2","0.1","","","","1"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, not stated","Number of live births","Number","223","units","0","v21404749","13.10.1","1","","","","0"
"1994","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404750","13.10.2","0.1","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, all ages","Number of live births","Number","223","units","0","v21404791","16.1.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404792","16.1.2","0.0","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404793","16.2.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404794","16.2.2","0.0","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404795","16.3.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404796","16.3.2","0.0","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404797","16.4.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404798","16.4.2","0.0","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404799","16.5.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404800","16.5.2","0.0","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404801","16.6.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404802","16.6.2","0.0","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404803","16.7.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404804","16.7.2","0.0","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404805","16.8.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404806","16.8.2","0.0","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404807","16.9.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404808","16.9.2","0.0","","","","1"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, not stated","Number of live births","Number","223","units","0","v21404809","16.10.1","0","","","","0"
"1994","Unknown province or territory, place of residence of mother","","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404810","16.10.2","0.0","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Number of live births","Number","223","units","0","v21404491","1.1.1","378685","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404492","1.1.2","100.0","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404493","1.2.1","242","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404494","1.2.2","0.1","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404495","1.3.1","23460","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404496","1.3.2","6.2","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404497","1.4.1","71271","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404498","1.4.2","18.8","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404499","1.5.1","122721","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404500","1.5.2","32.4","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404501","1.6.1","114646","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404502","1.6.2","30.3","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404503","1.7.1","40507","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404504","1.7.2","10.7","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404505","1.8.1","5639","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404506","1.8.2","1.5","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404507","1.9.1","195","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404508","1.9.2","0.1","","","","1"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, not stated","Number of live births","Number","223","units","0","v21404509","1.10.1","4","","","","0"
"1995","Canada, place of residence of mother","2016A000011124","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404510","1.10.2","0.0","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, all ages","Number of live births","Number","223","units","0","v21404511","2.1.1","5859","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404512","2.1.2","100.0","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404513","2.2.1","9","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404514","2.2.2","0.2","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404515","2.3.1","556","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404516","2.3.2","9.5","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404517","2.4.1","1506","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404518","2.4.2","25.7","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404519","2.5.1","2006","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404520","2.5.2","34.2","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404521","2.6.1","1390","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404522","2.6.2","23.7","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404523","2.7.1","358","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404524","2.7.2","6.1","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404525","2.8.1","32","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404526","2.8.2","0.5","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404527","2.9.1","2","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404528","2.9.2","0.0","","","","1"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, not stated","Number of live births","Number","223","units","0","v21404529","2.10.1","0","","","","0"
"1995","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404530","2.10.2","0.0","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, all ages","Number of live births","Number","223","units","0","v21404531","3.1.1","1754","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404532","3.1.2","100.0","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404533","3.2.1","3","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404534","3.2.2","0.2","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404535","3.3.1","147","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404536","3.3.2","8.4","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404537","3.4.1","379","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404538","3.4.2","21.6","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404539","3.5.1","563","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404540","3.5.2","32.1","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404541","3.6.1","500","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404542","3.6.2","28.5","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404543","3.7.1","141","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404544","3.7.2","8.0","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404545","3.8.1","20","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404546","3.8.2","1.1","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404547","3.9.1","1","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404548","3.9.2","0.1","","","","1"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, not stated","Number of live births","Number","223","units","0","v21404549","3.10.1","0","","","","0"
"1995","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404550","3.10.2","0.0","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, all ages","Number of live births","Number","223","units","0","v21404551","4.1.1","10807","","","","0"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404552","4.1.2","100.0","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404553","4.2.1","11","","","","0"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404554","4.2.2","0.1","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404555","4.3.1","881","","","","0"
